id,release,n_0047,n_0050,n_0052,n_0061,n_0067,n_0075,n_0078,n_0091,n_0108,n_0109,o_0176,o_0264,c_0466,c_0500,c_0638,c_0699,c_0738,c_0761,c_0770,c_0838,c_0870,c_0980,c_1145,c_1158,c_1189,c_1223,c_1227,c_1244,c_1259,service_a,service_b
2604,c,1,1,1,1,0.7142857142857143,1,0.4333333333333333,1,0.4333333333333333,0.125,158,4,a,h,d,c,a,b,b,a,a,b,c,e,b,c,a,d,q,1,1
6829,b,1,1,1,1,0.0,1,0.9,1,0.9,0.1875,13,4,a,h,d,b,a,c,c,b,b,a,b,e,b,c,a,d,n,1,0
15592,b,1,1,1,1,0.5,1,0.7,1,0.7,0.25,112,8,b,h,d,b,a,b,b,a,b,a,b,h,b,c,a,d,p,0,0
14526,a,1,1,1,1,0.4285714285714285,1,0.1666666666666666,1,0.1666666666666666,0.0,154,4,b,b,b,c,a,c,c,b,a,c,c,e,b,c,a,a,B,0,0
648,b,1,1,1,1,0.2857142857142857,1,0.3666666666666665,1,0.3666666666666665,0.0,149,0,a,a,b,c,a,c,c,a,b,d,b,j,b,c,b,b,s,0,0
5382,b,1,1,1,1,0.6428571428571429,1,0.9333333333333332,1,0.9333333333333332,0.125,172,0,a,e,d,b,a,b,d,a,a,b,b,j,a,c,a,d,e,0,0
8980,a,1,1,1,1,0.5,1,0.7666666666666667,1,0.7666666666666667,0.0,193,7,c,a,b,b,a,b,b,a,b,b,b,a,b,c,a,a,n,1,1
15855,c,1,1,1,1,0.5714285714285714,1,0.2333333333333333,1,0.2333333333333333,0.0625,132,0,b,h,b,c,a,a,d,b,a,c,c,j,a,c,a,b,i,1,0
1457,a,1,1,1,1,0.9285714285714286,1,0.1,1,0.1,0.0,284,4,b,e,b,b,a,c,c,b,a,c,c,e,b,c,a,b,u,0,0
17458,c,1,1,1,1,0.1428571428571428,1,0.1666666666666666,1,0.1666666666666666,0.0625,33,4,b,d,b,c,a,c,c,b,b,c,b,e,b,c,a,b,h,0,1
9059,c,1,1,1,1,0.9285714285714286,1,0.4,1,0.4,0.0625,318,7,c,g,d,c,a,b,b,b,b,a,b,g,b,a,a,d,c,0,0
10432,b,1,1,1,1,0.2142857142857142,1,0.2,1,0.2,0.0,95,5,b,f,b,c,b,b,b,a,b,b,b,g,b,c,b,b,n,1,0
3801,b,1,1,1,1,0.2857142857142857,1,0.7333333333333333,1,0.7333333333333333,0.0,117,4,b,a,d,c,a,b,b,a,a,c,a,e,b,a,a,d,p,0,0
11801,c,1,1,1,1,0.0,1,0.8333333333333334,1,0.8333333333333334,0.0625,12,4,b,h,c,c,a,c,c,b,a,c,c,e,b,c,a,a,B,0,0
16943,a,1,1,1,1,0.1428571428571428,1,0.8333333333333334,1,0.8333333333333334,0.0,59,0,a,h,c,b,a,b,d,a,a,a,c,j,a,c,a,a,d,0,0
8861,a,1,1,1,1,0.9285714285714286,1,0.2,1,0.2,0.0,369,5,c,b,b,c,a,b,b,a,b,c,b,f,b,c,b,b,h,0,0
5739,a,1,1,1,1,0.6428571428571429,1,0.5666666666666667,1,0.5666666666666667,0.125,163,4,c,a,d,b,a,a,a,a,b,c,b,e,b,c,a,d,e,0,0
14472,a,1,1,1,1,0.0,1,0.3333333333333333,1,0.3333333333333333,0.0,18,7,b,b,b,c,a,b,b,a,a,b,a,a,b,c,b,b,n,1,0
808,a,1,1,1,1,0.5714285714285714,1,0.4,1,0.4,0.0625,180,7,a,h,d,c,a,b,b,b,a,c,b,h,b,c,b,d,n,1,1
11599,a,1,1,1,1,0.5714285714285714,1,0.1666666666666666,1,0.1666666666666666,0.0,146,4,b,a,b,c,a,c,d,a,b,a,b,e,a,c,a,b,p,1,0
15418,a,1,1,1,1,0.7857142857142857,1,0.1,1,0.1,0.0,185,4,c,b,b,c,a,b,b,a,a,c,c,e,b,c,b,b,n,1,1
8825,b,1,1,1,1,0.4285714285714285,1,0.4,1,0.4,0.1875,103,6,b,h,d,b,a,b,b,b,b,c,b,g,b,c,a,d,m,0,0
3012,a,1,1,1,1,0.6428571428571429,1,0.5,1,0.5,0.125,164,4,a,a,d,b,a,b,d,b,b,a,b,e,a,c,a,d,p,0,0
8032,a,1,1,1,1,0.7142857142857143,1,0.9,1,0.9,0.0625,176,5,a,a,d,b,a,b,d,b,b,a,b,b,a,c,a,d,e,0,0
3565,b,1,1,1,1,0.8571428571428571,1,0.6333333333333333,1,0.6333333333333333,0.0,369,6,c,a,d,c,a,b,b,a,b,c,b,f,b,c,a,d,n,1,1
3750,c,1,1,1,1,1.0,1,0.2666666666666666,1,0.2666666666666666,0.0625,369,5,b,a,b,c,a,c,c,a,a,c,c,c,b,c,a,b,j,0,1
12845,c,1,1,1,1,0.9285714285714286,1,0.6,1,0.6,0.125,318,7,a,h,d,b,a,b,b,a,b,c,b,a,b,c,a,d,n,1,1
6460,a,1,1,1,1,0.3571428571428571,1,0.0333333333333333,1,0.0333333333333333,0.0,104,1,c,b,b,c,b,b,b,a,b,b,b,i,b,c,b,b,a,0,0
3852,a,1,1,1,1,0.4285714285714285,1,0.5666666666666667,1,0.5666666666666667,0.1875,87,5,b,f,d,b,a,b,b,b,b,b,b,c,b,c,b,d,u,1,0
9396,a,1,1,1,1,0.7857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0,253,5,a,b,b,c,a,b,d,a,b,c,b,b,a,c,b,b,u,0,0
11923,a,1,1,1,1,0.8571428571428571,1,0.8333333333333334,1,0.8333333333333334,0.0,350,3,a,c,d,c,a,c,c,b,b,a,b,e,b,a,a,d,u,0,0
5864,a,1,1,1,1,0.7857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0,247,4,b,b,d,c,a,b,b,a,a,c,c,e,b,c,a,d,u,0,0
12561,b,1,1,1,1,0.3571428571428571,1,0.6666666666666666,1,0.6666666666666666,0.1875,79,7,b,b,d,b,a,b,d,b,a,c,b,g,a,a,a,d,e,0,0
3332,a,1,1,1,1,0.1428571428571428,1,0.5,1,0.5,0.125,48,4,c,b,c,b,a,b,b,b,b,c,b,e,b,c,a,c,n,1,0
7917,b,1,1,1,1,0.7142857142857143,1,0.5,1,0.5,0.0625,292,4,b,b,d,c,a,b,d,b,b,a,b,e,a,c,a,d,m,0,0
16449,c,1,1,1,1,0.0,1,0.2333333333333333,1,0.2333333333333333,0.0625,9,4,a,a,d,c,a,b,b,b,a,c,c,e,b,c,a,d,p,1,0
9349,b,1,1,1,1,0.9285714285714286,1,0.5333333333333333,1,0.5333333333333333,0.0,369,8,b,a,d,c,a,b,b,a,b,a,b,d,b,c,a,d,B,0,0
4396,c,1,1,1,1,1.0,1,0.9666666666666668,1,0.9666666666666668,0.0,369,6,c,b,d,b,a,b,b,a,b,c,b,b,b,c,a,d,w,0,0
10027,a,1,1,1,1,0.5,1,0.2666666666666666,1,0.2666666666666666,0.25,92,4,c,d,b,b,a,a,a,b,a,c,c,e,b,c,a,b,e,1,0
9030,b,1,1,1,1,0.0714285714285714,1,0.3,1,0.3,0.0625,40,4,c,h,b,b,a,c,c,b,b,c,b,j,b,c,a,a,n,0,0
60,b,1,1,1,1,0.8571428571428571,1,0.5,1,0.5,0.0,320,5,a,a,d,c,a,c,c,a,b,c,b,f,b,a,a,d,B,0,0
11559,a,1,1,1,1,0.9285714285714286,1,0.7333333333333333,1,0.7333333333333333,0.1875,284,7,b,b,d,b,a,b,b,a,b,c,b,g,b,c,a,d,e,0,0
12384,b,1,1,1,1,0.1428571428571428,1,0.2,1,0.2,0.0625,73,5,b,b,b,c,a,b,b,a,b,c,b,b,b,c,a,a,i,1,1
3109,b,1,1,1,1,0.7142857142857143,1,0.8333333333333334,1,0.8333333333333334,0.1875,206,7,b,h,d,b,a,b,b,a,b,c,b,h,b,a,a,d,w,0,0
6158,c,1,1,1,1,0.3571428571428571,1,0.8666666666666667,1,0.8666666666666667,0.0625,96,4,b,b,d,b,a,b,b,b,b,a,b,e,b,c,a,d,e,1,1
7903,b,1,1,1,1,0.6428571428571429,1,0.0666666666666666,1,0.0666666666666666,0.0,252,2,a,f,b,c,b,b,b,a,b,c,b,k,b,c,b,b,a,0,1
7740,b,1,1,1,1,0.5714285714285714,1,0.7666666666666667,1,0.7666666666666667,0.1875,222,4,b,a,d,b,a,b,b,a,a,c,c,j,b,c,a,d,e,0,0
16805,a,1,1,1,1,0.6428571428571429,1,0.4666666666666667,1,0.4666666666666667,0.0,302,5,b,a,b,c,a,b,b,a,a,c,b,f,b,a,a,b,n,1,1
1488,b,1,1,1,1,0.7857142857142857,1,0.9333333333333332,1,0.9333333333333332,0.0,369,6,b,a,e,b,a,b,b,a,b,c,b,g,b,c,a,f,e,0,0
5273,b,1,1,1,1,0.1428571428571428,1,0.4,1,0.4,0.125,73,5,b,a,b,c,a,c,c,a,a,c,c,c,b,a,b,b,m,1,1
11109,c,1,1,1,1,0.9285714285714286,1,0.8333333333333334,1,0.8333333333333334,0.1875,288,8,a,g,d,c,a,b,b,a,b,c,b,d,b,c,a,d,c,0,0
10621,b,1,1,1,1,0.9285714285714286,1,0.6333333333333333,1,0.6333333333333333,0.0625,369,4,b,a,d,c,a,b,b,a,b,c,b,e,b,a,a,d,n,1,1
16251,b,1,1,1,1,0.9285714285714286,1,0.9666666666666668,1,0.9666666666666668,0.1875,352,4,c,a,d,b,a,b,b,a,b,a,b,e,b,c,a,d,e,0,0
3561,b,1,1,1,1,0.9285714285714286,1,0.7333333333333333,1,0.7333333333333333,0.0625,369,4,b,a,d,c,a,b,d,a,b,a,b,e,a,c,a,d,n,1,0
999,a,1,1,1,1,0.5,1,0.5,1,0.5,0.25,159,2,b,c,d,b,a,b,b,b,a,b,a,k,b,c,a,d,e,0,0
2588,c,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.0,200,7,b,c,b,c,a,b,b,a,a,b,c,g,b,a,a,a,j,1,0
8341,b,1,1,1,1,0.7142857142857143,1,0.3666666666666665,1,0.3666666666666665,0.0625,239,4,a,a,d,c,a,c,c,a,a,c,c,e,b,c,a,d,n,1,0
10419,a,1,1,1,1,0.8571428571428571,1,0.6333333333333333,1,0.6333333333333333,0.0625,333,7,c,a,d,c,a,c,c,a,a,c,b,a,b,c,a,d,B,0,0
799,b,1,1,1,1,0.7857142857142857,1,0.3,1,0.3,0.0625,363,5,b,b,e,c,a,b,b,a,b,c,b,c,b,c,b,f,p,1,0
4460,c,1,1,1,1,0.5714285714285714,1,0.1,1,0.1,0.0,78,4,b,f,b,c,a,b,d,a,a,c,a,e,a,c,b,b,i,1,0
2116,a,1,1,1,1,0.9285714285714286,1,0.9333333333333332,1,0.9333333333333332,0.125,322,10,b,b,d,b,a,b,b,a,b,b,b,d,b,c,a,d,w,0,0
1786,a,1,1,1,1,0.9285714285714286,1,0.9333333333333332,1,0.9333333333333332,0.125,329,7,b,a,d,b,a,b,b,a,b,a,b,d,b,a,a,d,w,1,0
7785,b,1,1,1,1,0.5,1,0.2666666666666666,1,0.2666666666666666,0.125,112,4,a,i,d,b,a,b,b,b,b,b,b,e,b,c,a,d,n,1,1
18099,c,1,1,1,1,0.7142857142857143,1,0.7,1,0.7,0.0,321,7,b,a,b,b,a,b,d,a,b,b,b,h,a,c,b,b,h,0,0
4101,b,1,1,1,1,0.7857142857142857,1,0.3,1,0.3,0.0,363,7,c,a,d,c,a,b,b,a,b,b,b,a,b,c,a,d,B,1,0
15409,c,1,1,1,1,0.9285714285714286,1,0.5333333333333333,1,0.5333333333333333,0.25,288,6,a,a,d,c,a,a,d,a,b,c,b,f,a,c,b,d,n,1,0
2735,a,1,1,1,1,0.7142857142857143,1,0.1333333333333333,1,0.1333333333333333,0.0,202,2,b,h,b,c,a,c,d,a,a,a,c,k,a,c,a,b,p,0,0
3457,b,1,1,1,1,0.4285714285714285,1,0.3666666666666665,1,0.3666666666666665,0.0,239,5,a,a,b,c,a,b,d,a,b,c,b,b,a,c,a,b,n,1,0
2592,a,1,1,1,1,0.7142857142857143,1,0.8666666666666667,1,0.8666666666666667,0.1875,166,4,a,h,d,b,a,a,d,a,b,a,b,e,a,c,a,d,e,0,0
515,a,1,1,1,1,0.2142857142857142,1,0.0333333333333333,1,0.0333333333333333,0.0,48,0,b,f,b,a,a,b,d,a,a,c,c,j,a,c,b,b,i,1,0
2016,a,1,1,1,1,0.7142857142857143,1,0.4333333333333333,1,0.4333333333333333,0.0,279,0,a,f,d,c,a,a,d,a,a,c,a,j,a,a,b,d,B,1,0
15259,c,1,1,1,1,0.9285714285714286,1,0.3666666666666665,1,0.3666666666666665,0.0,318,5,a,a,d,c,a,b,b,a,a,a,c,b,b,a,b,d,n,1,1
17972,c,1,1,1,1,0.0714285714285714,1,0.3333333333333333,1,0.3333333333333333,0.0,36,6,a,b,b,b,a,c,c,a,a,a,c,b,b,a,b,a,u,0,0
10733,b,1,1,1,1,0.5,1,0.3666666666666665,1,0.3666666666666665,0.0625,229,5,a,a,b,c,a,c,c,a,a,c,b,b,b,c,a,b,i,1,1
11603,a,1,1,1,1,0.4285714285714285,1,0.0333333333333333,1,0.0333333333333333,0.0,108,2,a,b,b,c,b,b,b,a,b,c,b,k,b,a,b,b,n,1,1
10112,b,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.25,116,5,b,c,c,b,a,a,d,a,b,a,b,c,a,c,b,c,m,1,1
3563,a,1,1,1,1,0.2857142857142857,1,0.9666666666666668,1,0.9666666666666668,0.125,75,0,a,a,c,b,a,b,d,a,b,a,b,j,a,c,a,c,h,0,0
6038,a,1,1,1,1,0.0714285714285714,1,0.1,1,0.1,0.0,31,2,a,b,b,c,a,b,b,a,a,b,b,k,b,c,b,b,n,1,1
10142,a,1,1,1,1,0.7142857142857143,1,0.1333333333333333,1,0.1333333333333333,0.0,279,4,a,b,b,c,a,c,c,b,a,c,c,e,b,a,b,b,u,1,0
3637,a,1,1,1,1,0.7857142857142857,1,0.1,1,0.1,0.0,287,2,b,b,b,c,a,b,d,a,b,a,b,k,a,c,b,b,n,1,0
3724,c,1,1,1,1,0.7142857142857143,1,0.0,1,0.0,0.0,183,1,b,b,b,c,b,a,d,b,b,a,b,i,a,c,b,b,a,0,0
13486,b,1,1,1,1,0.3571428571428571,1,0.3666666666666665,1,0.3666666666666665,0.0,189,5,b,a,b,c,a,c,c,a,b,c,b,b,b,c,a,b,h,1,1
3155,b,1,1,1,1,0.5,1,0.1,1,0.1,0.0,88,2,b,b,d,c,a,c,d,a,b,a,b,k,a,c,b,d,i,1,1
8276,b,1,1,1,1,0.7142857142857143,1,0.4666666666666667,1,0.4666666666666667,0.0,239,7,b,a,d,b,a,b,b,a,a,a,c,g,b,c,a,d,i,1,1
970,b,1,1,1,1,0.9285714285714286,1,0.3333333333333333,1,0.3333333333333333,0.0,369,7,b,a,d,c,a,b,d,a,b,a,b,a,a,a,a,d,b,1,0
16530,b,1,1,1,1,0.0714285714285714,1,0.1666666666666666,1,0.1666666666666666,0.0,66,0,c,h,b,c,b,b,b,a,b,a,b,j,b,c,b,b,a,0,1
5817,a,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.0,287,6,a,a,b,c,a,b,b,a,b,b,b,b,b,c,a,b,n,1,1
652,a,1,1,1,1,0.9285714285714286,1,0.6666666666666666,1,0.6666666666666666,0.125,322,7,b,b,d,b,a,a,a,a,b,d,b,f,b,c,a,d,u,0,0
11798,b,1,1,1,1,0.3571428571428571,1,0.1333333333333333,1,0.1333333333333333,0.0,189,4,a,a,b,c,a,b,b,a,b,a,b,e,b,c,b,b,n,0,0
12562,c,1,1,1,1,0.5,1,0.8,1,0.8,0.125,114,5,a,h,b,b,a,c,c,a,b,c,b,c,b,c,a,a,p,0,0
14321,b,1,1,1,1,0.2857142857142857,1,0.9333333333333332,1,0.9333333333333332,0.0,149,6,b,i,b,b,a,b,b,a,b,c,b,f,b,c,a,b,j,0,0
7827,c,1,1,1,1,0.2142857142857142,1,0.1333333333333333,1,0.1333333333333333,0.0,89,5,b,f,b,c,b,b,b,a,b,d,b,c,b,a,b,b,a,1,1
8017,a,1,1,1,1,0.8571428571428571,1,0.6,1,0.6,0.1875,249,6,c,a,d,b,a,b,b,a,b,a,b,b,b,a,a,d,w,0,0
5013,c,1,1,1,1,0.1428571428571428,1,0.4666666666666667,1,0.4666666666666667,0.0625,32,0,a,c,e,c,a,b,b,b,a,c,a,j,b,a,a,f,n,0,0
9076,b,1,1,1,1,0.9285714285714286,1,0.6333333333333333,1,0.6333333333333333,0.125,369,5,b,a,b,c,a,b,b,a,a,b,c,f,b,c,a,a,n,1,1
6386,b,1,1,1,1,0.8571428571428571,1,0.4333333333333333,1,0.4333333333333333,0.0,369,8,c,a,d,c,a,b,b,a,a,c,c,h,b,c,a,d,n,1,1
14334,b,1,1,1,1,0.8571428571428571,1,0.4,1,0.4,0.0,369,10,b,a,d,c,a,b,b,a,b,a,b,e,b,c,b,d,n,1,0
15764,b,1,1,1,1,0.0,1,0.2666666666666666,1,0.2666666666666666,0.3125,4,0,c,h,b,b,a,b,d,b,a,a,c,j,a,c,a,a,c,0,0
10489,a,1,1,1,1,0.7142857142857143,1,0.2,1,0.2,0.0,279,5,b,f,b,c,b,c,c,a,b,c,b,b,b,c,b,b,a,0,0
16956,a,1,1,1,1,0.2142857142857142,1,0.6333333333333333,1,0.6333333333333333,0.25,48,0,b,h,c,b,a,b,b,b,a,b,c,j,b,c,a,c,e,0,0
7659,a,1,1,1,1,0.5,1,0.2666666666666666,1,0.2666666666666666,0.0,243,7,c,a,b,c,a,b,b,a,b,a,b,g,b,c,a,b,n,1,1
1391,a,1,1,1,1,0.0714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.0625,38,4,b,h,b,c,a,c,c,b,b,b,b,e,b,c,a,b,i,1,0
666,a,1,1,1,1,0.7857142857142857,1,0.4666666666666667,1,0.4666666666666667,0.125,234,0,a,h,d,b,a,b,b,a,a,b,c,j,b,c,a,d,e,0,0
4162,a,1,1,1,1,0.5714285714285714,1,0.6666666666666666,1,0.6666666666666666,0.0625,192,4,b,a,d,c,a,b,b,a,b,c,b,k,b,c,a,d,v,0,0
12005,a,1,1,1,1,0.2857142857142857,1,0.4,1,0.4,0.125,75,1,b,a,b,b,a,c,c,b,a,b,a,i,b,a,a,b,u,0,0
6099,c,1,1,1,1,0.2142857142857142,1,0.1,1,0.1,0.0,72,4,a,c,b,c,a,b,d,b,a,b,c,e,a,c,a,a,p,1,1
7657,b,1,1,1,1,0.5714285714285714,1,0.4666666666666667,1,0.4666666666666667,0.125,176,4,a,h,d,b,a,b,b,a,b,c,b,e,b,a,a,d,n,1,1
16308,c,1,1,1,1,0.7857142857142857,1,0.4333333333333333,1,0.4333333333333333,0.125,188,4,a,c,b,c,a,c,c,b,a,c,a,e,b,a,a,b,C,0,0
13454,a,1,1,1,1,0.5,1,0.3666666666666665,1,0.3666666666666665,0.1875,108,5,a,a,e,c,a,b,b,b,a,b,a,c,b,c,a,a,q,1,0
14319,a,1,1,1,1,0.1428571428571428,1,0.8666666666666667,1,0.8666666666666667,0.125,49,4,a,i,b,b,a,c,c,b,a,a,c,e,b,a,a,b,h,0,0
13907,a,1,1,1,1,0.9285714285714286,1,0.4666666666666667,1,0.4666666666666667,0.1875,315,6,a,a,d,b,a,b,b,b,a,c,c,f,b,c,b,d,e,0,0
16990,b,1,1,1,1,0.2857142857142857,1,0.5333333333333333,1,0.5333333333333333,0.125,61,0,b,h,c,c,a,b,d,b,b,a,b,j,a,c,a,c,n,1,0
13853,a,1,1,1,1,0.8571428571428571,1,0.5666666666666667,1,0.5666666666666667,0.125,324,7,a,a,c,b,a,b,b,a,a,c,a,g,b,c,a,c,w,0,0
1193,a,1,1,1,1,0.5714285714285714,1,0.9666666666666668,1,0.9666666666666668,0.0625,219,4,b,a,b,b,a,c,c,a,a,c,c,e,b,c,a,b,i,1,1
6198,c,1,1,1,1,1.0,1,0.4666666666666667,1,0.4666666666666667,0.0,369,8,a,a,d,c,a,b,b,a,b,d,b,g,b,c,a,d,B,0,0
6408,c,1,1,1,1,0.4285714285714285,1,0.3666666666666665,1,0.3666666666666665,0.0625,125,4,b,h,d,b,a,b,b,b,a,b,c,e,b,c,a,d,q,1,0
10669,c,1,1,1,1,0.5714285714285714,1,0.1333333333333333,1,0.1333333333333333,0.0,205,5,b,a,b,c,a,b,b,a,a,c,c,c,b,a,b,a,n,1,1
14682,b,1,1,1,1,0.3571428571428571,1,0.0333333333333333,1,0.0333333333333333,0.0,79,0,b,b,b,c,b,b,d,b,a,a,a,j,a,c,b,b,a,0,0
8007,a,1,1,1,1,0.0,1,0.4666666666666667,1,0.4666666666666667,0.0625,12,0,b,d,b,b,a,c,c,b,a,c,b,j,b,a,a,b,d,1,1
9017,a,1,1,1,1,0.2857142857142857,1,0.8666666666666667,1,0.8666666666666667,0.1875,94,1,a,h,e,b,a,c,c,b,b,c,b,i,b,c,a,f,e,0,0
6581,c,1,1,1,1,0.7857142857142857,1,0.5666666666666667,1,0.5666666666666667,0.1875,224,4,b,a,c,b,a,a,d,a,b,b,b,e,a,c,a,c,n,1,1
4050,a,1,1,1,1,0.6428571428571429,1,0.0666666666666666,1,0.0666666666666666,0.0,249,2,c,b,b,c,a,b,b,a,a,b,b,k,b,c,b,b,n,1,1
11227,b,1,1,1,1,0.2857142857142857,1,0.4,1,0.4,0.125,95,4,b,a,c,c,a,b,d,b,b,a,b,e,a,c,a,c,l,0,1
5590,c,1,1,1,1,0.7857142857142857,1,0.0333333333333333,1,0.0333333333333333,0.0,275,0,b,f,b,c,b,c,c,a,a,c,a,j,b,c,b,b,i,1,0
6889,a,1,1,1,1,0.7142857142857143,1,0.5333333333333333,1,0.5333333333333333,0.25,156,4,b,a,d,b,a,c,c,a,b,c,b,e,b,c,b,d,e,0,0
8445,b,1,1,1,1,0.5714285714285714,1,0.4333333333333333,1,0.4333333333333333,0.0,264,5,a,a,d,c,a,b,d,a,b,a,b,g,a,a,a,d,n,1,1
8509,a,1,1,1,1,0.0714285714285714,1,0.2333333333333333,1,0.2333333333333333,0.0625,35,4,c,d,b,c,a,b,b,b,b,c,b,j,b,c,a,b,p,0,0
11537,c,1,1,1,1,0.4285714285714285,1,0.5,1,0.5,0.125,121,5,a,a,e,c,a,b,b,b,a,c,b,c,b,c,a,f,u,1,0
3696,b,1,1,1,1,0.2857142857142857,1,0.6666666666666666,1,0.6666666666666666,0.0625,61,0,a,a,d,c,a,a,d,a,a,b,c,j,a,c,a,d,i,1,1
12169,a,1,1,1,1,0.6428571428571429,1,0.6666666666666666,1,0.6666666666666666,0.0,308,7,b,a,b,c,b,b,d,a,b,d,b,g,a,c,a,b,a,0,0
15742,a,1,1,1,1,0.7857142857142857,1,0.7,1,0.7,0.125,253,4,a,i,d,b,a,b,b,a,b,c,b,j,b,c,a,d,n,1,1
3090,a,1,1,1,1,0.1428571428571428,1,0.2666666666666666,1,0.2666666666666666,0.0,76,4,a,b,b,b,a,c,c,b,a,c,c,e,b,c,b,b,u,0,0
3078,a,1,1,1,1,0.5714285714285714,1,0.6666666666666666,1,0.6666666666666666,0.25,106,1,a,h,d,b,a,b,d,a,b,a,b,i,a,c,a,d,w,0,0
10884,a,1,1,1,1,0.5,1,0.9666666666666668,1,0.9666666666666668,0.125,181,2,c,a,d,b,a,b,b,a,a,c,c,k,b,c,a,d,w,0,0
4338,c,1,1,1,1,0.9285714285714286,1,0.7666666666666667,1,0.7666666666666667,0.0,369,5,a,c,b,c,a,b,b,a,b,c,b,d,b,c,b,b,n,1,0
1448,a,1,1,1,1,0.5714285714285714,1,0.0666666666666666,1,0.0666666666666666,0.0,146,4,c,h,b,c,a,c,c,a,b,c,b,e,b,c,a,b,p,0,0
3989,a,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.0625,289,8,b,c,d,b,a,b,b,a,a,b,b,h,b,c,a,d,u,0,0
9688,c,1,1,1,1,0.4285714285714285,1,0.5333333333333333,1,0.5333333333333333,0.0,183,5,b,f,b,c,a,c,c,b,a,c,c,c,b,c,b,b,b,0,0
8711,b,1,1,1,1,0.5,1,0.2333333333333333,1,0.2333333333333333,0.0,281,4,a,a,b,c,a,c,c,a,a,c,c,j,b,a,a,b,m,0,0
6169,b,1,1,1,1,0.7142857142857143,1,0.5666666666666667,1,0.5666666666666667,0.0,329,3,b,c,d,b,a,b,d,a,b,a,b,e,a,a,a,d,d,0,0
16738,c,1,1,1,1,0.8571428571428571,1,0.5333333333333333,1,0.5333333333333333,0.0,369,8,b,i,b,c,a,b,b,a,b,b,b,a,b,c,a,b,j,1,0
3872,a,1,1,1,1,0.1428571428571428,1,0.4666666666666667,1,0.4666666666666667,0.1875,26,0,b,f,b,b,a,c,d,b,a,a,c,j,a,c,a,b,h,0,0
10625,a,1,1,1,1,0.2142857142857142,1,0.3,1,0.3,0.0,73,5,b,c,b,c,a,b,b,a,a,c,c,c,b,c,a,a,u,1,0
10725,b,1,1,1,1,0.5,1,0.4,1,0.4,0.0625,190,5,a,a,d,c,a,a,a,a,a,a,a,b,b,c,a,d,D,0,0
6000,b,1,1,1,1,0.5714285714285714,1,0.5,1,0.5,0.0,312,7,a,h,b,c,b,b,b,a,b,c,b,a,b,c,b,b,a,0,0
11786,a,1,1,1,1,0.6428571428571429,1,0.2333333333333333,1,0.2333333333333333,0.0625,226,7,b,h,d,c,a,b,b,a,b,d,b,g,b,c,a,d,c,0,0
9187,a,1,1,1,1,0.2857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0,96,4,a,b,b,c,a,b,b,a,a,c,c,e,b,a,b,b,n,1,0
6440,a,1,1,1,1,0.4285714285714285,1,0.4333333333333333,1,0.4333333333333333,0.125,97,0,a,h,d,b,a,b,d,a,a,c,c,j,a,c,a,d,A,0,0
12127,c,1,1,1,1,0.9285714285714286,1,0.9333333333333332,1,0.9333333333333332,0.125,357,4,b,a,d,b,a,b,d,a,a,b,c,e,a,c,a,d,n,1,0
8399,c,1,1,1,1,0.5,1,0.1333333333333333,1,0.1333333333333333,0.0625,151,4,c,b,b,c,a,b,b,b,a,c,c,e,b,c,a,b,u,0,0
14777,a,1,1,1,1,0.1428571428571428,1,0.1666666666666666,1,0.1666666666666666,0.0625,55,4,b,b,b,c,a,c,c,b,a,a,c,e,b,c,a,b,j,1,1
15639,a,1,1,1,1,0.5,1,0.8,1,0.8,0.125,187,6,a,e,e,b,a,a,a,a,a,c,b,f,b,a,a,f,e,0,0
5073,c,1,1,1,1,0.3571428571428571,1,0.9333333333333332,1,0.9333333333333332,0.0625,91,7,a,a,d,b,a,b,b,a,b,c,b,g,b,a,a,d,A,0,0
7455,b,1,1,1,1,0.6428571428571429,1,0.9666666666666668,1,0.9666666666666668,0.1875,297,7,c,a,e,b,a,b,b,a,b,a,b,a,b,a,b,f,e,1,1
12484,a,1,1,1,1,0.7142857142857143,1,0.2333333333333333,1,0.2333333333333333,0.0,279,5,b,b,b,b,a,c,c,a,a,b,c,c,b,c,b,b,u,0,0
7490,a,1,1,1,1,0.2857142857142857,1,0.2333333333333333,1,0.2333333333333333,0.0,118,4,a,a,b,c,a,c,c,b,b,c,b,e,b,a,a,b,u,0,0
16317,b,1,1,1,1,0.4285714285714285,1,0.7666666666666667,1,0.7666666666666667,0.0625,190,5,a,a,e,b,a,a,d,a,a,a,c,b,a,c,a,f,e,0,0
2698,b,1,1,1,1,0.7142857142857143,1,0.4333333333333333,1,0.4333333333333333,0.0,369,8,a,a,b,c,a,b,b,a,a,d,b,h,b,c,a,b,m,0,0
1205,a,1,1,1,1,0.9285714285714286,1,1.0,1,1.0,0.0625,369,5,c,a,d,b,a,b,b,a,b,d,b,b,b,a,a,d,w,0,0
