id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
368603,A,B,A,C,B,B,A,E,C,O,0.4100733271654847,-0.0647639992952015,0.5602098420608728,0.4230138850241633,0.5143183728807559,0.3772769813266462,0.2767325998335624,0.2857171599321179,0.3661445335402407,0.4341410778427426,0.3216102896405805,0.2494727312765487,0.1880643710027618,0.2507278963194189,7.104205485270014
85504,A,A,A,C,B,D,A,E,C,B,0.9466682746454478,0.3587129293231944,0.3054957003003037,0.5015767339748939,0.2876386173105949,0.7641414139789906,0.4129480805160709,1.018123526073134,0.3802029255224698,0.3614831092390366,0.5606130636718761,0.3820208660720882,0.371455679201237,0.8380371427285397,7.832376399137478
491467,A,A,A,C,B,B,A,E,C,G,0.5473024787089548,0.2393370460987468,0.5632631747729735,0.5682858368194177,0.2875079115309826,0.470717786072729,0.32242449027752,0.4119469178872899,0.2799987487891957,0.4292437389081336,0.4317867731040908,0.0687562211182623,0.6726038854144298,0.7992875744090134,10.377993336870738
1667,A,A,B,C,B,D,A,E,C,F,0.4337242382291244,0.3093975825066439,0.5472690579421768,0.5554584179904273,0.571954027733824,1.0510439996222758,0.3432366140662487,0.6305898349676221,0.6097167143064057,0.217420396911372,0.6489168475686687,0.4841362033861901,0.6273685098209519,0.8461839560771435,8.578227256595188
130189,B,B,A,C,B,D,A,E,A,M,0.6266082849896691,0.310528442079693,0.4283845915358922,0.5663971937781419,0.7366617629253458,0.670641836277535,0.459520447663148,0.5885946381992725,0.5747039947530339,0.765218835217276,0.6389107474742488,0.3507160692695952,0.6717025060182484,0.7537611946762538,8.355235207320181
198975,A,A,A,A,B,D,A,E,A,G,0.9836563339360086,0.4300564831163231,0.084162780188604,0.7185105939409677,0.2874344594639175,0.9131936098447888,0.8007388529473206,0.6856082134316652,0.8074542694529041,0.8471563616506043,0.576305230422985,0.4850681096670893,0.8208172725088734,0.3937528918218723,9.96884384669648
258638,A,A,A,C,B,D,A,D,A,J,0.5513790409553511,0.3082679516818256,0.3878182179062665,0.7322052818897005,0.4704927618959985,1.0638845231457517,0.7195614621350707,0.504600448965572,0.8478591036104922,0.8525939898680593,0.7498680569910428,0.6575141905232278,0.7938465707011495,0.3772502340534512,8.429562783911573
48813,A,A,A,C,B,B,A,E,E,F,0.4581916674154807,0.8187396599574387,0.6856047287888544,0.6030441456633155,0.3017437805503315,0.2497020561796335,0.5579713213152848,0.4280772658495725,0.3526363661986378,0.2949839542097462,0.9381930261417646,0.2675875584732133,0.5637037696849669,0.3360354526548243,9.622064652116306
315279,A,A,A,C,B,C,A,E,E,I,0.7494634150596199,0.8427425781097329,0.789569241751739,0.3004742120707102,0.8438881053602135,0.6860489137819344,0.7170493990640519,0.5766912941913811,0.6901644790629983,0.4449508113617065,0.4072522531149511,0.643420963527721,0.7822415685127853,0.4805047683382389,9.053759887815254
351446,B,A,A,C,B,D,A,E,A,L,0.9701760652361952,0.4199346411487228,0.2598471875946966,0.4318236248590288,0.6282243169699313,0.6923068067086867,0.5946250174125277,0.6011138658887257,1.0265478784247053,0.7857469112956202,0.8803602576015919,0.6232372376613999,0.7708550857144753,0.3314155733095306,8.492882307285829
431859,A,A,A,C,B,D,A,E,A,J,0.4849558351024744,0.5583589036915095,0.6316400773542435,0.1395033818703886,0.2747066214145699,0.3856382113325272,0.8067227261776194,0.8201563942449236,0.5582985851315373,0.4575106760759642,0.5546577437296629,0.9392482921687012,0.6750658533478888,0.6197066037913883,8.10712697082527
93664,B,A,A,C,B,D,A,E,C,J,0.5598745362653783,-0.0300198394849842,0.2591112331882638,0.5950803082010602,0.4988969293653256,0.7241160795362095,0.3880378158116696,1.016098000654417,0.6104138998845251,0.8269339754986286,0.6475105218684442,0.4828015594613546,0.4782657881810285,0.7896843557761326,8.209049487490018
391690,A,B,A,C,B,D,A,E,A,O,1.021493867649631,0.4262750814252074,0.5626104262506504,0.6938574799367443,0.7271674824508223,0.3290950264190145,0.3622284026787593,0.7221582643283605,0.3486485500499697,0.1393793671205155,0.6912434161204308,0.6418539761139277,0.7459868673697326,0.7641839657411115,7.208500349133722
215820,B,A,A,C,B,B,A,E,C,H,0.3679663448239435,0.549668328067224,0.6446007279625877,0.6737430911931095,0.2998158147489035,0.5326934927735679,0.4403465826580372,0.3145182491124028,0.3867270357613584,0.2700645961472553,0.4006825920892529,0.649867876672804,0.0654360135832004,0.5665292508629173,8.771815305701903
461599,A,B,A,C,B,B,A,E,E,M,0.5098258601118335,0.4152124491140138,0.6747713691132656,0.266688290007073,0.279063775583799,0.3807223438812531,0.382328715692674,0.7687499068713926,0.5618570840306293,0.4409384713815649,0.6831994523699286,0.6694359880443239,0.6027637759520589,0.3416695225767637,8.153360228410827
55317,A,B,A,C,B,D,A,E,C,F,0.3035992892629596,0.4232798325465202,0.2777277037367242,0.8416708216918766,0.2765197875991785,0.7592589544315748,0.5203049994471733,0.4669952771169941,0.6054587302551578,0.5706449572658175,0.524624157927306,0.6419529426331767,0.6957038857607222,0.6572230381328587,8.095411014885597
109220,B,B,A,C,B,D,A,E,A,N,0.2975931534823004,0.8691891084656426,0.3850082010930877,0.362065441766849,0.3691581693339352,0.6869272767164948,0.403368037267388,0.596398553022296,0.3743388670323379,0.5154207680904663,0.5767702435924968,0.0863238363841647,0.8811046140938456,0.3375694121146792,8.82718373143684
301121,A,A,A,C,B,B,A,E,C,H,-0.0764111378744731,0.6241595701783758,0.9264727581828784,0.1375736309892824,0.7653182807560099,0.4078484935581504,0.5548939808658594,0.7862199462254554,0.4720231542769253,0.7594830846608877,0.6832386765740686,0.3051083180004713,-0.0721958448710323,0.8080806050692941,8.154039381491017
438792,A,A,A,A,B,B,A,E,C,K,0.2825269196922725,0.4271330343431297,0.4129618694368196,0.4569087005399272,0.6745916337443596,0.3088674343287201,0.4975111328345893,0.5347617747067253,0.6027486693892322,0.5090800509240136,0.2996156232728828,0.3811311802095093,0.8506683847680641,0.8183281966665079,8.07931210355518
448465,A,B,B,C,B,B,A,E,E,M,0.036504578190263,0.8210991625722541,0.5898235826318721,0.1926901316713541,0.2792421721849176,0.525794050838126,0.4532915254066837,0.3846863969154519,0.2582975834279802,0.2668765984576176,0.6088848528091106,0.2166608176426936,0.3732432482458945,0.2752928115620629,8.102058907100913
20366,B,B,B,C,B,B,A,E,E,A,0.3021631964874253,0.5625187126215438,0.2743405329351793,0.4747347538705279,0.4038205321175608,0.3712884415673837,0.2872068982969932,0.2102883190637243,0.321565549814627,0.3650734939743697,0.2913861604427049,0.4428800756824822,0.1871383794806525,0.1582357737961935,8.373683396262354
170688,A,B,A,C,B,D,A,B,G,M,0.4001901694778951,0.4890777836164111,0.2437209997575956,0.6611155724118261,0.7140555024078279,0.4238989099433769,0.3314071750618218,0.3379707506278499,0.3229259809286533,0.3348416687275064,0.6682528135411573,0.5853407923399508,0.3057444828025604,0.7638427496105441,7.774602871768448
174807,B,B,A,C,B,B,A,E,E,F,0.4208248393143853,0.490693129102468,0.2956413244716425,0.4351683935677627,0.5089055927615248,0.3131013270893619,0.3324373749851632,0.3047736077029532,0.432315389564176,0.6204780845779092,0.5118712419382822,0.5756664242786321,0.2471134004543959,0.4776529592887427,9.745034581922456
273821,A,B,A,C,B,B,A,E,C,N,0.5592965771574033,0.4876402506695945,0.6029691673048541,0.3980910618820545,0.2853762060483702,0.4237388009606748,0.4197638946370206,0.4044638166058849,0.2477073106981323,0.389776571720444,0.2741216748991956,0.2912889713856395,0.3864893653746841,0.3289616771637619,9.078250877181835
332530,A,A,A,C,B,D,A,B,A,F,0.740909674676245,0.863044986569261,0.0112660073443141,0.7882419544964481,0.2841388242263636,1.057120664784794,0.6701164443414039,0.8796582416451726,0.6277785306806931,0.8587685804438422,0.4905017206952461,0.7291947242219995,0.7241780482463289,0.7589668488071523,6.382881998962111
138191,B,A,A,C,B,D,A,E,C,F,0.8062056036266348,0.3676846519038163,0.3646735033711809,0.4934856919577044,0.4956812952125115,0.8975890513555753,0.1797834253357857,1.0194661964050007,0.7193962300814624,0.7772255279835201,0.6849953853139508,0.7627291331449313,0.6453338699798197,0.384161656580925,8.120416755215823
142660,A,A,A,C,B,D,A,E,C,A,0.2175271932544176,0.2581547263102894,0.541951958430647,0.1839367676713272,0.2852368712606509,0.4745610957868148,0.5263247646091809,0.5927954494320671,0.7419440624915813,0.4998700730218677,0.7104992640849346,0.3464017491631069,0.6825177373991278,0.3070406406793911,7.523815788554314
238711,A,B,A,C,B,D,A,E,A,I,0.4519386259055202,0.1228034625989872,0.3312633946861344,0.4530172948857964,0.5841767448500237,0.4551842797335306,0.5657359989187108,0.3007232211214529,0.2988239605703105,0.4700008448332906,0.0508818772741748,0.8128778017327289,0.2079501680490521,0.5947334361323899,8.941085371042387
62632,A,B,B,A,B,B,A,E,C,A,0.4029817729105491,0.2595847056919737,0.6695421614542431,1.000307611194778,0.6824669481994922,0.4183615768762448,0.4110169618147014,0.26431745830606,0.2576956265645065,0.168224298848869,0.3394266128146244,0.3469975367825514,0.3964115878050032,0.4432017414631232,9.005357483217631
479422,A,B,A,C,B,B,A,E,E,N,0.4610994174057423,0.3591070050071406,0.6045837186682472,0.4237598857658285,0.7629025659689125,0.4136113443056295,0.2950285795142378,0.3339079140004112,0.2595435482355821,0.3156785065378058,0.3372842148438362,0.1661977663083169,0.2966116353492209,0.2815086168229292,8.123051956834136
200879,A,B,A,C,B,D,A,E,G,O,0.6806986702941822,0.3656600260584299,0.5340157596564893,0.5963219761488799,0.2759789389215569,0.5158975556800245,0.7645336125977706,0.3010388067725972,0.6847769638029829,0.5113221925430711,0.6566458627282442,0.2702159766672661,0.3323843645314241,0.3015615292900325,7.708814037876715
22757,B,A,A,A,B,C,A,E,C,I,0.3999802929379905,0.4959700782528745,0.4237695953804101,0.4661334982398124,0.4703412788109341,0.0907923830053767,1.0717650313880136,0.5471319071598236,0.5891390165995167,0.2770358015362101,0.5331006998821752,0.6818295697793406,0.9039338719113325,0.8186841579765445,8.761531522313646
259499,A,B,A,C,B,D,A,E,C,G,0.2869025723444915,0.2556671624451194,0.7252026970444547,0.6589989779259116,0.4774516244508885,0.53028443694786,0.674505272180879,0.4751053412846467,-0.1479382223878531,0.2689820482637327,0.3304912053079512,0.6404956694895013,0.3961062409459157,0.2808295906504418,8.480283224468428
125732,A,A,A,A,B,B,A,E,E,L,0.4478155306206512,0.627508539020185,0.3398815334395908,0.7700607329897091,0.8926163990706303,0.4206056302019815,0.2850082630944691,0.2701563948201485,0.2708265899658933,0.5076454639095586,0.4350055315736739,0.6324016697365668,0.2440120061166294,0.2308971687638389,7.293916209082932
211785,B,A,A,C,B,D,A,D,A,N,0.906340953251921,0.3595143586473505,0.2562786419307554,0.8215840751274515,0.2850498310259878,0.7098017176297273,0.3542803867364059,0.5944926227439544,0.6073275777366701,0.856791039472073,0.7161329228595384,0.6277543091064259,0.7452809978012551,0.3734338444222459,7.523233735502044
344051,A,B,A,C,D,B,A,E,E,F,0.4125056815819607,0.5496927899409957,0.3849891309439541,0.5464331714454186,0.789457607663394,0.2155684049707961,0.7408811027857245,0.4979147469912267,0.2598331003002732,0.2602368235426586,0.5570579179179177,0.309963104455345,0.2800385490316509,0.1690425495159042,9.852378605744851
119443,A,B,A,C,B,D,A,E,G,I,0.290479546376646,0.3640988017532555,0.2332739844285681,0.7220576437419006,0.746946771328593,0.8776100716357638,0.7139242202990574,1.0246239895939249,0.8973550309987534,0.7574177126760372,0.7776574452125726,0.5719816138308726,0.6147029398956582,0.5218801555409963,8.27675182964969
190019,A,B,A,C,B,B,A,E,E,I,0.5535070633917035,0.2890989342500379,0.4505512549956876,0.5858146817390909,0.7168595048425215,0.4092650926459382,0.3826594564089271,0.5386385551095738,0.477061877145304,0.3165733998319315,0.6632783285378057,0.336426643398923,0.3934036334290869,0.3600477360097158,8.424009259646773
403677,A,A,A,C,B,B,A,E,E,I,0.4418449194028001,0.8856428419355717,0.9199420926060828,0.4731202119802301,0.3056033947008817,0.3325262873187439,0.2435152466115579,0.3177157151764489,0.1540766991456242,0.3885986165165384,0.0679040659328309,0.412470081170451,0.1595852406799165,0.5213184214462077,9.089277003583334
84298,A,B,B,C,B,B,A,E,C,F,0.4690160742097264,0.2876516276283951,-0.0521987182449489,0.3210792043067254,0.384385281121496,0.406815056639007,0.4527045845234413,0.8501852995739033,0.3488851374006272,0.2523231588208058,0.6506045807026798,0.4058083276281389,0.2810159899084588,0.1894833550996462,8.472357906272606
186299,A,B,A,C,B,B,A,E,E,N,0.5024294302467635,0.5927856731674371,0.3064498890238334,0.3562357827975314,1.0095915007324652,0.3245981098972534,0.4479018057937944,0.6908684408743456,0.3813901595419651,0.4566126377182244,0.4482199371162088,0.39706519018865,0.1762874729373437,0.2894996805909101,8.499608987934863
373633,A,B,A,C,B,B,A,E,A,A,0.6294514052989648,0.7292207139440844,0.6759445101365402,0.5751693097244757,0.2769159030783054,0.4257038539282533,0.3424712681515454,0.3640619294587596,0.6032418323350095,0.309742476398657,0.2312527271125236,0.4489083935803646,0.5356086992646203,0.3129499653428126,7.310580496459676
72479,A,A,A,C,B,C,B,E,A,F,0.9668626267720252,0.5628612403014355,0.3137721394424304,0.7772526993963629,0.2794351889583482,0.6755293957283905,0.3464353797483797,0.6952250683349234,0.8387712555070481,0.6759655036834121,0.6865209456116813,0.440080734757484,0.7542552526393557,0.640951464333489,8.135297874698981
289169,A,A,A,A,B,D,A,E,E,F,0.4286725618618825,0.3675620989345998,0.2630378491926035,0.1528724442325191,0.269822088338171,0.5654956788953708,0.530595368169833,0.3670751394849034,0.1577198049121608,0.4375677860312252,0.6612287740395897,0.7671201867139008,0.8497526387536051,0.8195128787278234,7.511429423509039
340037,A,B,B,C,B,B,A,E,E,L,0.4496256641957333,0.354690214727449,0.644517174081014,0.1930270001045696,0.2780455731027859,0.4100491166838277,0.4348174892746587,0.3268417075081397,0.2583902006670252,0.2910887491449179,0.0601364576966874,0.3884998207678174,0.3807219119324545,0.3212747505911745,8.0196696150896
178951,A,A,B,C,B,B,A,E,E,L,0.8590391198263784,-0.0535518365059914,0.6553875068631696,0.5901798259358554,0.314372140863368,0.3322082636605021,0.5187513717537454,0.3836822800888336,0.2589093602260101,0.4978339295481629,0.2868715530992435,0.2705715059581324,0.3012079658093745,0.8304638815419015,7.023432860942634
285840,A,B,B,C,B,B,A,E,C,I,0.4444563537553807,-0.0022923290901568,0.4573129874138589,0.4036113780671611,0.7201418610614433,0.4175346953028501,0.4300567786794723,0.2203425649293873,0.3200922839880857,0.4735308220126699,0.7647942124339692,0.3632217106745863,0.3796126598674791,0.4786088312211334,7.159098518930869
94652,A,A,A,C,B,D,A,E,E,F,0.7608954864462507,0.3671918055824188,0.367503533393678,0.7631179553085579,0.9724416115813797,0.6013610581515045,0.3494013943613298,0.618734949866319,0.5752312090722395,0.7758163838445177,0.5115948431747298,0.2397563613102391,0.8077180709778274,0.6242131442089117,10.130675623036836
104813,A,A,A,C,B,D,A,E,A,K,0.4538033321470445,0.558207897049437,0.3163492680991431,0.7646890200169297,0.2823515954750838,0.5148124526017561,0.536350199932784,0.8822374642514521,0.9280774702358288,0.9589309194121312,0.7313902481311515,0.5268157733379167,0.7673793177904291,0.4716727228041852,8.388487656271371
327342,B,B,A,C,B,D,A,E,A,J,0.297950478803239,0.3472194658347887,0.5194008635056031,0.4012152605063118,0.2760361856138942,0.5098375432600953,0.3278687805952042,0.3751860564109689,0.6808427329712222,0.5343971980685198,0.7511466867203249,0.3535789405978935,0.2795717234242525,0.7751873057292276,8.833717029246472
449350,B,B,A,C,B,B,A,E,E,M,0.4112426667900656,0.1523437839076365,0.6197449407508098,0.2217173885859516,0.2771943725721113,0.6865723148706193,0.6835865185763567,0.8101677755783919,0.4456870722447817,0.4168433061878032,0.737260277615283,0.0830337205287617,0.3834488030191693,0.2754255486086134,8.629763416726494
460743,A,B,A,C,B,B,A,E,C,F,0.2792489019205139,0.2339758435479927,0.4266572156089248,0.1520200149916561,0.7748925611477696,0.5984636921583409,0.3416426045297618,0.5949219568339675,0.3536603102096791,0.2991653114539445,0.4225802607752245,0.5583732805927508,0.2561701859435354,0.2707067796528048,7.225741265972221
70469,B,A,A,C,B,C,A,E,A,K,0.9544102557753196,0.3675462008831893,0.0059815631966062,0.167658843637917,0.8871098834148725,1.0637379734762895,0.4809895499726674,0.8385149921428582,0.6000361674607924,0.8576257042420309,0.7275800439395155,0.5661408500063393,0.8858757327097995,0.282993583257635,7.385389055087572
312943,B,B,B,C,B,C,A,E,C,I,0.3987373837535673,0.4231135812063784,1.0339071116753908,0.5142754478044936,0.4615098424650991,0.3854442646810319,0.4821578135417079,0.4352089936783812,0.4606365186774009,0.4328726293190021,0.2875945379889397,0.4856317517477317,0.1949555667606616,0.7200642538548596,8.084957439992433
392847,A,B,A,C,B,D,A,E,A,F,1.004891117663701,0.1632200177304928,0.1612631060100271,0.3982614890774377,0.5266775913292762,0.6068490842037698,0.4398803061865153,0.7742459742314151,0.6095549340056042,0.5021555218396572,0.6354067089103592,0.673464293949243,0.3951760787907041,0.1584644532681216,8.2184236177508
482390,B,A,A,C,B,D,A,E,C,O,0.3621376556571364,0.3092253081215117,0.4629832304653047,0.276112536313548,0.8056021093475217,0.4313894178067393,0.4530547134742543,0.4135091663582615,0.7352155338860206,0.4827602702965748,0.0589713716873368,0.7073551741941461,0.5174760644383113,0.3633652096372157,8.517666385793342
168652,B,B,A,C,B,D,A,E,A,K,0.6219437369167968,0.6274831621412961,0.08183480178874,0.4872529946491631,0.5514224878685126,0.4262675768781309,0.9510172132577932,0.6906636280733263,0.4269179163674225,0.3321665509671543,1.0208195837570122,0.4575951816258244,0.5298739715044495,0.8088007618399512,7.182606143543015
446413,A,B,A,C,B,B,A,E,E,K,0.4263539343800479,0.3568786357179308,0.6171951553450811,0.3980529129220069,0.9518773016006482,0.3854067924343252,-0.0832250145712715,0.3160070641803866,0.4221656573428917,0.1236300626586519,0.333438480626733,0.1151726832834491,0.1745531258849963,0.2804511851055992,7.918290488835545
180156,A,B,B,C,B,B,A,E,C,I,0.5392818304535223,0.3005363268832733,0.8530957328926976,0.4700097964359964,0.4368305061685077,0.6506048625408051,0.7079042315840961,0.4050584420355611,0.2621439307691209,0.3063518774052727,0.442704876555675,0.1785671562949822,0.5045753402121627,0.7789379177148968,8.089087251801153
382627,B,A,A,C,B,D,A,E,A,F,0.8806179486442893,0.3652825884783996,0.6112639221459677,0.7270244458516577,0.5092866284093817,0.8467841170489517,0.8191658265257038,0.3745560503467721,0.6956250445686045,0.5525395974623201,0.9297149315189536,0.6928924988200051,0.6189423743707408,0.2996285480518399,8.954110250286673
491625,A,A,A,C,B,D,A,D,G,G,0.8415458812699417,0.5624936909436135,0.1955212055428946,0.8023980162040955,0.2842845561804321,1.0020928296688116,0.5437382469975938,0.8168997944265564,0.851416548058622,0.8450501497620808,0.7165492156929693,0.7380666973977819,0.8265207488664105,0.6328779880299805,8.19841580145191
312947,A,A,B,C,B,D,A,E,A,I,0.5536090371822359,0.4959192860267641,0.3909989575412579,0.4709589379907124,0.4897958836572816,0.6740098339284051,0.3354850536925715,0.5128676298813318,0.3795470010248436,0.4924124599412381,0.2426646241864458,0.1756768547084274,0.7572596231843658,0.4645989256778663,9.10503886925374
329669,B,A,A,C,B,D,A,B,A,J,1.002898072633711,0.8871669495594285,0.3847386157395286,0.7376653148928594,0.4819835286419154,0.5847097538619331,0.7007782662706161,0.5643259068656261,0.9382265379117648,0.8563380389092372,0.8993203298913237,0.6323914265130934,0.7498022431208704,0.3098095642533181,8.523375757887969
146503,A,A,A,C,B,D,A,E,C,F,0.4747312337217726,0.7661715242880944,0.3051936842818117,0.5556594646949417,0.4968771196150917,0.4968469709300461,0.2706438694159965,0.8559439038070046,0.4617406429906729,0.7975193368078328,0.6788075911887592,0.4298893402556135,0.6243370186074001,0.4244291159400837,9.055342459522429
86227,B,B,A,C,B,B,A,E,E,G,0.4602440674603406,0.5598104140039614,0.2822499446307798,0.459313298052234,0.4118706021024187,0.5397001233895615,0.4131980790155576,0.3802175280326721,0.3452241703774647,0.4508959559520589,0.0617583144477352,0.2193603757277588,0.166235083216556,0.8658477631913427,8.244566957771209
159595,A,B,A,C,B,D,A,E,E,N,0.9691180440029912,0.3544505378927161,0.2149185584912647,0.4572061731503374,0.2868720021899493,1.062336045901186,0.3588581045118044,0.7847761560384041,0.8336941327273611,0.857060462734751,0.8607000024965581,0.5839190542508743,0.6608138498333449,0.375809043020767,8.234001375744885
394714,A,B,A,C,B,B,A,E,C,B,0.3984896587663969,0.7348957378484817,0.5488298943504589,0.3137924112715278,0.2771564570791585,0.3496607257759263,0.4226266885685034,0.2772793840292726,0.2619898669945777,0.3049513321828556,0.3237779371797089,0.7452277350962326,0.277844214361437,0.8139627967279573,8.41189018704509
64449,A,B,A,C,B,B,A,E,C,F,0.0793514787781201,0.3018546757276853,0.6070494500766747,0.8043392213385511,0.810243747678269,0.5342976107272233,0.4370813590648259,0.5510927060227747,0.2658408306116578,0.3162543610040185,0.1122184572568838,0.3633173008745035,0.3946653536532962,0.2561987963316136,7.309679705469529
176791,A,B,A,D,B,D,A,E,G,H,0.9077889496951528,0.3492318086636745,0.7884831866571028,0.9473658968242564,0.6607391634844995,0.6980607732193101,0.3693938330070642,0.3424156071586978,0.8327023888685028,0.5177654694685658,0.7436124594759399,0.6340774130574807,0.9733044738631226,0.5962611615690794,8.359896671871487
422019,B,A,A,C,B,B,A,E,C,F,0.6986613784900384,0.3605862699207737,0.2105511894202141,0.7738374181971124,0.283501161002869,0.7755582659172566,0.4285337160341332,0.210486457175117,0.2826503576387093,0.4616594310731626,0.6367404386894197,0.464401654485912,0.7515833372351839,0.3410036788973872,9.40616376151337
234971,A,B,A,C,B,B,A,E,C,G,0.1162166817149688,0.3508121122289156,0.7873512463466379,0.5281706550559756,0.4303863829822887,0.3132330512872233,0.3808040641273933,0.285090684851186,0.4184985107814765,0.3158439300184287,0.5778958513420572,0.1853806682877176,0.3428396565211001,0.5896124183797128,8.883582998412718
457369,A,B,A,C,B,B,A,E,E,F,0.4425340304243731,0.4852226455369583,0.6771943729460279,0.2778833021803087,0.4384531026372427,0.3427488127376135,0.1732161106614983,0.3127495100162853,0.3010423669662285,0.1331448987645117,0.1000957198926071,0.1453447796036175,0.2747076606763902,0.285490573132396,8.837652263798583
446314,B,A,A,C,B,D,A,E,A,H,0.6840249875854658,0.8748360389484285,0.3225428198608607,0.7654429063245701,0.5138700601590693,0.7353070196046749,0.4244818859353832,0.5181337900907703,0.5711180016250494,0.9181839651104576,0.7006292485943771,0.5531903490236187,0.7742041379769687,0.8448453801978107,8.17750766058851
338975,A,B,A,C,B,C,A,E,C,L,0.5387913683276316,0.2697351952937846,0.5659262166013602,1.0132684125232,0.7323628188428455,0.2705595869471413,0.1933901112688795,0.3475970208161447,0.4079171409714657,0.3017594873100671,0.5471869566821579,0.2710933271369904,0.4087745640941309,0.1691463016234396,7.9530105664409
414490,B,B,B,C,B,B,A,E,E,F,0.4300693478779471,0.2876781844002587,0.6570923117639881,0.4748182865007901,0.5354352996116541,0.3501793385962497,0.5203804455550727,0.4273920112552334,0.5052054718434766,0.407770120309048,0.4939219443340642,0.3256698843971072,0.3815815782721411,0.482480031001709,7.847303655668492
319324,A,B,B,C,B,B,A,E,C,L,0.4016140084820278,0.3548341630976936,0.9537472575879156,0.1552735506314506,0.4652111923056487,0.3983815378032527,0.4526313029533525,0.2543697280638654,0.3848269623879973,0.3349334117880772,0.170318273018087,0.2963495272011325,-0.0040835595610491,0.3079849469892147,8.113149005761962
397127,B,A,A,C,B,D,A,E,C,F,0.5333032700028035,0.354430638966472,0.2268362494349403,0.4405302464408076,0.2810859556381487,0.8997974942837751,0.3438024706759792,0.7801983052374892,0.9580968970452892,0.5264946617427725,0.6912954457611719,0.5306858960706016,0.7745849935025241,0.5886207719322755,8.452386485503297
8939,A,B,A,C,B,D,A,E,A,F,0.7756209785832705,0.4269887500075874,0.5671981816276506,0.9639861423555206,0.5131380496079727,0.7471926471840575,0.544528049912366,0.8668207441282505,0.2612078791129609,0.8190253500269848,1.039856574615555,0.4135832560229044,0.6150809982648493,0.2480104245053933,8.071152212974301
251837,A,B,A,C,B,B,A,E,C,L,0.5294253937329367,0.3400611967930203,0.3402678668355847,0.3990762922405757,0.2759696570339213,0.3536762772995042,0.3642477532744948,0.3064787590511629,0.4023773707924596,0.127800670399098,0.149467833577877,0.4122483141902714,0.4012123547987289,0.1553664022486129,8.116273534467211
254756,A,B,A,C,B,C,A,E,A,F,0.5968077412431887,0.5628087899148246,0.5311493285987603,0.9367246009591416,0.2874515310545552,0.5947042970950978,0.5579410919913046,0.6018398629950409,0.5725749224172592,0.856284609359221,0.7198220405676024,0.7277787144548626,0.8452649272247296,0.8671814489446641,8.808045614508353
404520,B,A,A,C,B,D,A,E,A,F,0.7448736027397038,0.3048414634640287,0.0269408640186606,0.3888811037132443,0.2755938265822505,0.8983172083126637,0.4936150349454682,0.8255649175558565,1.0332103858870023,0.8129606750572149,0.7025905280996987,0.6441253457712289,0.7937766675345229,0.2811737176965477,7.476100188624665
301202,B,A,A,A,B,D,A,E,A,B,0.4581677353812755,0.357514601934677,0.6679871202077868,0.4439613574022747,0.5015595809174637,0.7653125715772994,0.5198888951171665,0.8284276895468199,0.3758695468674168,0.5039251293273488,0.7326965118661248,0.1975463471551741,0.2358904504202317,0.2766300108054241,8.51937750371797
1634,A,A,B,C,B,B,A,E,E,A,0.2344371063151943,0.4163014027129529,0.5665701588507297,0.3988866348602321,0.9956545762624556,0.1156249954921141,0.5210521668285476,0.6649254508170073,0.3123812918508085,0.153953932684056,0.1382917694019908,0.388069797832784,0.2584545354416599,0.4733050420033511,8.204155212101385
21282,B,A,A,C,B,C,A,E,B,O,0.5211463379288335,0.4935116263168821,0.2367868950640297,0.2911543523908983,0.2744130573122677,0.3286899297771403,0.4704184705549523,0.3468048362293588,0.3291817112160071,0.5644125911987522,0.6499291094364081,0.2885513271708277,0.5204030626490833,0.1620855687705694,8.146198920375962
155504,A,B,A,C,B,B,A,E,C,A,0.4414423921893906,-0.0662045484106541,1.0309226248056511,0.2548351622404413,0.7619552501644569,0.1536554317470009,0.3925800696661708,0.4856216953260123,0.4903624175194958,0.3671929772519704,0.6618399831524318,0.3732322281216021,0.3411078334989312,0.3753543438136117,8.742387422234161
380948,A,B,A,C,B,B,A,E,C,G,0.36026548763334,0.2515516178420889,0.8095482264390937,0.9405945284540602,0.2847561885126855,0.4197060790512059,0.4484854262091405,0.2091012589978925,0.3262367230957221,0.4984353902105987,0.1282357052847854,0.3680317069446777,0.3667942106413893,0.8207699154810109,8.361569627133308
380490,A,A,A,C,B,B,A,E,C,F,0.6068047036185065,0.3029314013828415,0.5965724125829973,0.6723957288918955,0.2693486294804472,0.3555818447994493,0.6304685676271002,0.3866744872063731,0.1724164636037541,0.4233097998562909,0.3111757469204878,0.4100074593691541,0.2084951405575259,0.7006378668956238,7.680073571320193
294385,A,A,A,C,B,B,A,E,C,L,0.1669833803219539,0.4290078658237209,0.800555650667755,0.4005566849991321,1.0309910476447135,0.4047979193977135,0.5857101028783115,0.5049016828214212,0.3508139365772153,0.1592683670522154,0.753629549414291,0.3938251363487539,0.5025515029895093,0.4191250516562817,9.505055718709556
174021,A,A,A,C,B,B,A,E,E,N,0.4255780661200979,0.3104069339963234,0.6888308792214294,0.4707359663514216,0.2883898709970264,0.4308183369838198,0.4046381410335532,0.3878150013288911,0.2939576547475691,0.3339526488486829,0.064357059030924,0.0781509356481364,0.4113553347308962,0.3320187790470146,8.383368202636666
